transaction_id,transaction_amount,transaction_hour,is_weekend,account_age_days,num_transactions_last_24h,avg_transaction_amount_30d,distance_from_home_km,is_foreign_transaction,merchant_category,payment_method,num_failed_attempts_last_hour,is_new_device,is_new_merchant,card_present,is_fraud
TXN100864,75.28,14,1,1032,3,265.97,55.16,0,grocery,digital_wallet,0,1,1,1,0
TXN100865,141.44,4,0,3190,2,109.59,19.47,0,grocery,credit_card,0,0,0,0,0
TXN100866,25.8,5,1,2240,1,177.61,5.5,0,grocery,credit_card,1,0,0,1,0
TXN100867,33.45,15,0,897,3,103.91,15.95,0,grocery,credit_card,0,0,0,1,0
TXN100868,281.38,6,0,3380,5,243.63,2.92,0,online_retail,credit_card,0,0,0,1,0
TXN100869,440.67,21,0,1141,3,34.49,4.21,0,other,debit_card,1,0,0,0,0
TXN100870,77.66,20,0,2205,5,151.64,7.2,0,grocery,credit_card,1,0,0,1,0
TXN100871,46.4,7,0,2498,5,50.76,1.68,0,gas_station,debit_card,0,0,0,0,0
TXN100872,174.44,13,0,2392,3,300.78,34.66,0,grocery,credit_card,0,0,0,1,0
TXN100873,84.46,7,1,1179,0,195.5,2.19,0,other,debit_card,0,0,1,0,0
TXN100874,7.06,8,0,1506,3,20.23,21.26,0,restaurant,credit_card,1,0,0,0,0
TXN100875,24.09,16,0,1171,4,86.79,13.56,0,gas_station,credit_card,0,0,0,0,0
TXN100876,193.51,7,0,2980,3,202.34,40.39,0,grocery,debit_card,0,0,0,1,0
TXN100877,162.0,3,1,3848,2,21.01,25.48,0,jewelry,credit_card,1,0,0,0,1
TXN100878,9.01,6,1,2195,1,63.23,28.81,0,grocery,credit_card,0,0,0,0,0
TXN100879,42.51,22,0,655,3,218.05,16.24,0,travel,credit_card,0,0,0,1,0
TXN100880,45.63,6,0,28,0,36.27,30.23,1,online_retail,debit_card,0,0,0,1,0
TXN100881,192.89,8,1,3397,4,44.13,1.77,0,grocery,digital_wallet,0,0,0,0,0
TXN100882,6.99,15,1,1855,0,83.53,13.28,0,jewelry,debit_card,0,0,0,0,0
TXN100883,18.67,2,0,4093,3,74.04,124.82,0,online_retail,credit_card,0,0,0,1,0
TXN100884,216.06,6,0,3643,4,145.03,63.76,0,travel,credit_card,0,0,0,0,0
TXN100885,35.72,4,1,2587,2,335.75,2.38,0,electronics,credit_card,2,0,0,1,0
TXN100886,190.02,22,1,3130,4,159.23,18.02,0,grocery,credit_card,0,1,1,0,0
TXN100887,43.5,22,1,797,3,138.85,5.32,0,online_retail,credit_card,0,0,1,0,0
TXN100888,15.34,18,0,1634,10,173.85,26.53,0,other,credit_card,0,1,0,0,1
TXN100889,38.14,5,0,1766,5,90.41,24.02,0,gas_station,credit_card,0,0,0,1,0
TXN100890,178.4,14,0,394,2,250.87,0.0,0,online_retail,credit_card,1,0,0,1,0
TXN100891,276.26,15,0,1908,2,124.08,44.48,0,electronics,credit_card,0,0,0,0,0
TXN100892,258.03,20,1,251,3,233.72,3.8,0,gas_station,credit_card,0,0,0,0,0
TXN100893,81.3,3,0,1704,3,58.46,86.16,1,other,credit_card,0,0,0,1,0
TXN100894,164.17,17,1,3534,1,73.38,55.86,0,electronics,digital_wallet,2,0,0,1,0
TXN100895,44.7,4,0,1489,4,199.83,3.99,0,jewelry,digital_wallet,0,0,0,1,0
TXN100896,52.6,13,0,4369,10,78.12,19.95,0,grocery,debit_card,0,0,0,1,0
TXN100897,311.08,21,0,4288,1,161.89,9.03,1,gas_station,digital_wallet,0,0,0,1,0
TXN100898,7.37,1,0,2974,7,185.36,1.52,0,grocery,debit_card,0,0,1,1,0
TXN100899,15.31,3,1,142,7,52.19,44.89,0,gas_station,credit_card,0,0,0,0,0
TXN100900,41.87,19,0,532,3,104.81,4.86,0,online_retail,credit_card,0,1,0,0,1
TXN100901,9.14,0,1,3095,8,59.08,10.76,1,grocery,credit_card,0,0,0,1,0
TXN100902,34.42,16,0,1902,4,95.97,57.97,0,grocery,credit_card,1,0,1,0,0
TXN100903,164.82,12,0,1401,3,120.44,1.6,0,gas_station,credit_card,1,0,0,1,0
TXN100904,80.81,8,0,1657,3,226.87,13.89,1,electronics,credit_card,1,0,0,1,0
TXN100905,435.08,20,1,1725,2,353.65,14.68,0,online_retail,credit_card,0,0,1,1,0
TXN100906,253.16,20,1,529,4,220.57,32.74,0,online_retail,debit_card,1,0,0,1,0
TXN100907,58.12,7,1,2507,2,134.93,31.3,0,restaurant,debit_card,2,0,1,0,0
TXN100908,50.47,0,0,240,2,416.81,8.39,0,grocery,credit_card,0,0,0,1,0
TXN100909,67.35,3,0,1808,2,69.61,27.84,0,grocery,debit_card,0,0,0,1,0
TXN100910,126.87,2,0,3412,3,260.15,44.0,0,restaurant,credit_card,0,0,1,0,0
TXN100911,54.34,23,0,563,6,36.83,35.04,0,grocery,credit_card,0,0,0,1,0
TXN100912,162.24,14,0,1854,5,126.34,14.12,0,online_retail,debit_card,1,0,1,1,0
TXN100913,77.96,16,1,975,3,125.0,21.45,0,gas_station,digital_wallet,0,0,0,1,0
TXN100914,141.24,5,0,1184,4,82.37,22.42,0,online_retail,debit_card,0,0,0,0,0
TXN100915,104.49,20,0,1062,5,106.28,28.23,0,restaurant,credit_card,1,1,0,0,0
TXN100916,68.1,17,1,1167,1,137.56,15.45,0,online_retail,credit_card,0,0,0,0,0
TXN100917,479.29,18,1,3629,5,53.18,2.86,0,grocery,credit_card,0,0,0,1,0
TXN100918,260.68,11,0,1882,2,163.72,14.49,1,jewelry,debit_card,0,0,0,0,0
TXN100919,22.06,16,0,3276,1,38.5,33.02,0,grocery,credit_card,0,0,0,0,0
TXN100920,297.7,13,0,1649,3,88.27,16.31,1,online_retail,debit_card,0,1,0,1,1
TXN100921,94.85,9,0,2784,2,59.66,32.69,0,online_retail,debit_card,1,0,0,0,0
TXN100922,347.36,14,1,1368,2,85.85,14.51,0,online_retail,digital_wallet,1,0,0,1,0
TXN100923,229.99,7,1,3672,4,44.19,3.11,0,grocery,debit_card,2,0,0,1,0
TXN100924,86.32,22,1,1569,3,147.32,2.58,0,grocery,debit_card,0,0,1,1,0
TXN100925,10.54,17,0,3241,3,465.88,18.55,0,restaurant,credit_card,2,0,0,1,0
TXN100926,50.89,17,1,1704,1,102.46,5.72,0,grocery,credit_card,0,0,1,1,0
TXN100927,128.22,17,0,2145,2,140.18,67.2,0,gas_station,credit_card,1,0,1,1,1
TXN100928,151.27,10,1,708,1,130.13,4.44,1,gas_station,credit_card,0,0,0,1,0
TXN100929,50.19,22,0,1669,2,48.04,18.28,1,grocery,debit_card,0,0,1,1,0
TXN100930,27.53,4,0,966,3,295.86,0.03,0,restaurant,debit_card,0,0,0,1,0
TXN100931,290.42,13,1,721,2,419.87,4.31,0,online_retail,debit_card,2,0,0,0,0
TXN100932,723.51,1,1,2666,0,189.71,6.17,0,jewelry,debit_card,1,0,0,0,0
TXN100933,142.43,7,0,818,3,173.02,27.61,0,other,debit_card,0,0,0,0,0
TXN100934,34.51,13,0,675,2,289.25,9.83,0,grocery,debit_card,1,0,0,1,0
TXN100935,56.54,11,1,1119,3,332.87,0.26,0,restaurant,credit_card,0,0,0,1,0
TXN100936,6.78,22,0,1461,5,70.78,11.59,0,gas_station,digital_wallet,1,0,0,0,0
TXN100937,369.61,14,0,565,1,229.64,19.9,0,gas_station,debit_card,0,0,0,1,0
TXN100938,26.63,9,0,2291,1,384.88,20.47,0,restaurant,digital_wallet,0,0,0,1,0
TXN100939,148.55,10,0,517,2,51.27,1.23,0,grocery,debit_card,1,0,0,0,0
TXN100940,54.4,14,0,2900,6,87.26,57.23,0,online_retail,credit_card,0,0,0,0,0
TXN100941,140.34,18,1,702,2,301.87,4.2,0,travel,credit_card,1,1,1,1,0
TXN100942,172.97,6,0,3,10,72.19,37.74,0,grocery,credit_card,0,0,1,0,0
TXN100943,312.49,14,0,1055,0,110.97,4.47,0,travel,credit_card,0,0,0,0,0
TXN100944,41.08,13,0,1703,6,93.3,14.37,0,grocery,digital_wallet,2,1,0,1,1
TXN100945,6.38,0,0,129,3,86.27,13.57,0,online_retail,debit_card,1,0,0,0,0
TXN100946,28.19,21,0,2875,3,66.63,19.52,1,online_retail,debit_card,0,0,0,1,1
TXN100947,246.52,13,1,2242,6,262.14,11.28,0,restaurant,credit_card,0,0,0,1,0
TXN100948,330.43,5,0,1807,4,498.51,0.04,0,travel,debit_card,0,0,1,1,0
TXN100949,91.32,15,1,500,1,159.33,10.61,0,grocery,credit_card,1,0,0,0,0
TXN100950,115.99,16,0,3520,6,293.65,0.2,0,grocery,credit_card,1,0,0,1,0
TXN100951,178.48,21,0,700,4,34.66,26.81,0,restaurant,debit_card,1,0,0,0,0
TXN100952,35.92,0,0,1331,5,254.62,49.27,0,online_retail,credit_card,2,1,0,1,0
TXN100953,325.07,9,0,1478,0,99.95,12.09,0,gas_station,credit_card,0,0,0,1,0
TXN100954,79.31,4,0,1726,2,82.29,15.37,0,online_retail,debit_card,2,0,0,0,0
TXN100955,91.32,13,0,3205,5,217.26,1.7,0,grocery,digital_wallet,0,0,0,1,0
TXN100956,108.28,12,0,530,7,218.04,8.86,0,grocery,credit_card,0,0,0,1,0
TXN100957,15.99,11,0,699,1,206.61,4.68,0,grocery,digital_wallet,0,0,0,1,0
TXN100958,32.27,23,1,1192,6,66.04,1.4,1,online_retail,digital_wallet,0,0,0,1,0
TXN100959,216.26,12,0,2400,3,355.96,4.65,0,electronics,debit_card,1,0,0,1,0
TXN100960,21.81,9,0,3181,2,85.17,38.35,0,grocery,credit_card,0,0,0,0,0
TXN100961,145.91,1,0,2198,4,181.08,88.16,0,grocery,credit_card,0,0,1,1,0
TXN100962,41.88,6,1,2791,1,91.51,46.61,0,online_retail,debit_card,1,0,1,0,0
TXN100963,77.94,21,0,884,3,135.07,59.15,1,gas_station,debit_card,0,0,0,0,0
TXN100964,55.86,10,0,361,2,53.84,22.09,0,jewelry,debit_card,0,0,0,0,0
TXN100965,60.22,21,0,2060,4,130.55,3.35,0,online_retail,digital_wallet,1,0,0,0,1
TXN100966,189.52,12,0,1847,1,77.07,20.21,0,travel,credit_card,0,1,1,1,0
TXN100967,52.96,13,0,348,1,13.32,18.92,0,restaurant,credit_card,0,0,0,1,0
TXN100968,145.64,10,0,2004,3,186.2,13.5,0,online_retail,debit_card,0,0,0,0,0
TXN100969,102.37,13,0,2901,1,94.97,20.48,0,online_retail,digital_wallet,0,0,0,0,0
TXN100970,162.83,1,0,2311,3,150.68,14.14,0,online_retail,digital_wallet,2,0,0,0,0
TXN100971,413.98,1,1,2004,3,304.4,15.77,0,other,credit_card,0,0,0,0,0
TXN100972,208.34,11,1,1748,2,223.53,5.61,1,gas_station,digital_wallet,0,0,1,1,0
TXN100973,44.47,14,0,2880,2,491.35,17.19,0,gas_station,debit_card,0,0,0,0,0
TXN100974,8.65,13,0,1961,6,388.77,1.07,0,jewelry,credit_card,0,0,0,0,0
TXN100975,44.68,10,0,407,4,149.43,5.25,0,restaurant,credit_card,1,0,0,1,0
TXN100976,160.54,7,0,795,4,116.27,46.23,0,electronics,credit_card,0,0,0,1,0
TXN100977,12.3,17,0,361,1,117.26,9.82,1,gas_station,debit_card,1,0,0,0,0
TXN100978,91.02,14,0,2435,5,90.98,26.79,0,restaurant,debit_card,1,0,1,1,0
TXN100979,148.99,1,0,1325,2,271.72,30.67,0,online_retail,credit_card,0,0,1,1,0
TXN100980,69.79,10,0,3367,2,157.02,6.06,0,restaurant,credit_card,0,1,1,1,0
TXN100981,188.12,17,0,3659,2,129.76,40.32,0,travel,digital_wallet,0,0,0,1,0
TXN100982,22.52,18,0,809,4,109.04,1.94,0,online_retail,credit_card,1,0,0,1,0
TXN100983,18.26,6,0,2623,3,110.01,41.35,0,online_retail,credit_card,1,0,0,0,0
TXN100984,209.61,22,0,2341,2,264.32,24.07,0,electronics,debit_card,0,0,1,0,0
TXN100985,116.11,15,1,3654,2,105.68,45.34,0,grocery,credit_card,0,0,1,1,0
TXN100986,152.01,10,0,403,4,163.86,46.31,0,grocery,credit_card,1,0,0,0,0
TXN100987,94.26,15,0,3630,8,151.92,7.72,0,grocery,credit_card,0,0,0,0,0
TXN100988,45.74,20,0,684,4,141.15,49.55,0,gas_station,credit_card,0,0,0,0,0
TXN100989,246.75,5,0,565,3,56.32,13.76,0,electronics,credit_card,2,0,0,1,1
TXN100990,273.07,3,0,574,0,80.87,3.7,0,online_retail,credit_card,1,0,0,0,0
TXN100991,218.51,10,0,2290,1,53.34,29.38,0,electronics,debit_card,0,0,1,1,0
TXN100992,65.3,2,1,895,1,171.31,43.33,0,online_retail,debit_card,2,0,0,1,1
TXN100993,162.55,20,0,3052,5,112.71,1.65,0,other,credit_card,0,0,1,0,0
TXN100994,71.23,23,1,793,4,21.97,91.23,0,grocery,debit_card,0,0,0,1,0
TXN100995,20.25,14,0,1234,1,152.66,18.34,0,online_retail,digital_wallet,2,1,0,1,0
TXN100996,415.42,23,1,2957,4,470.0,0.45,0,electronics,debit_card,2,0,0,0,1
TXN100997,27.47,1,0,2537,5,174.13,14.41,1,grocery,credit_card,0,1,1,1,0
TXN100998,462.27,15,1,1595,5,68.44,24.31,0,grocery,credit_card,0,0,0,0,0
TXN100999,103.31,10,0,2134,2,53.6,14.8,0,travel,debit_card,0,0,1,1,0
TXN101000,35.46,6,1,3683,1,192.74,34.29,0,restaurant,debit_card,0,0,1,1,0
TXN101001,111.87,7,0,2841,3,210.02,44.98,0,online_retail,debit_card,0,0,1,1,0
TXN101002,299.21,13,0,2637,2,288.57,47.97,0,online_retail,credit_card,2,1,0,1,0
TXN101003,218.66,15,1,1970,6,54.62,3.34,0,jewelry,credit_card,0,0,0,0,0
TXN101004,251.51,3,0,1606,0,146.27,10.74,0,grocery,debit_card,0,1,0,1,0
TXN101005,173.22,14,0,1321,0,32.05,2.45,0,gas_station,digital_wallet,0,0,0,0,0
TXN101006,197.0,22,1,2765,2,34.28,15.87,0,restaurant,credit_card,0,1,0,0,0
TXN101007,276.07,0,0,1834,4,134.61,66.52,0,restaurant,credit_card,1,0,1,0,0
TXN101008,52.66,21,0,1966,6,244.16,4.48,0,restaurant,credit_card,0,0,0,0,0
TXN101009,110.75,14,1,84,3,114.97,11.4,1,restaurant,debit_card,1,0,1,1,0
TXN101010,36.65,8,1,3902,7,95.44,59.94,0,restaurant,credit_card,0,0,0,1,0
TXN101011,789.86,17,0,1505,1,49.82,33.76,0,grocery,debit_card,1,0,0,1,1
TXN101012,412.0,14,1,697,4,160.76,1.41,0,grocery,debit_card,0,0,0,0,0
TXN101013,9.04,18,0,1916,13,70.53,10.51,0,restaurant,credit_card,0,0,1,0,1
TXN101014,166.2,1,1,676,3,222.09,114.42,0,grocery,debit_card,0,0,1,0,0
TXN101015,348.6,1,0,1110,4,63.45,9.9,0,restaurant,debit_card,0,0,0,1,0
TXN101016,35.09,15,0,268,4,128.04,14.61,0,grocery,digital_wallet,2,0,0,0,0
TXN101017,126.65,7,0,3278,6,177.18,20.65,0,electronics,debit_card,0,0,0,0,0
TXN101018,360.75,5,1,1348,2,189.47,23.38,0,grocery,credit_card,0,0,0,1,0
TXN101019,10.97,10,0,1796,3,55.88,18.43,0,online_retail,debit_card,0,0,0,1,0
TXN101020,191.98,17,1,1430,3,45.04,2.53,1,electronics,debit_card,0,0,0,1,0
TXN101021,60.17,4,0,2680,2,256.21,34.17,0,other,credit_card,1,0,0,1,0
TXN101022,412.12,23,0,2190,3,78.1,54.43,0,travel,credit_card,1,0,1,1,0
TXN101023,577.53,10,0,1036,4,159.72,55.67,0,gas_station,credit_card,1,0,0,0,1
TXN101024,340.17,3,1,2904,3,112.35,15.45,0,electronics,credit_card,0,0,1,1,1
TXN101025,97.09,1,0,99,1,49.16,19.25,0,grocery,credit_card,1,0,1,1,0
TXN101026,232.57,20,0,777,7,109.24,7.91,0,electronics,digital_wallet,1,1,0,0,0
TXN101027,285.44,2,0,1874,3,165.98,1.72,0,travel,credit_card,0,0,0,0,0
TXN101028,62.62,10,1,2708,2,15.96,66.82,1,restaurant,credit_card,0,1,0,1,0
TXN101029,305.91,16,1,1715,3,66.78,3.17,0,gas_station,digital_wallet,2,0,0,1,0
TXN101030,12.29,12,0,510,2,108.87,7.84,0,restaurant,debit_card,0,0,1,1,0
TXN101031,144.52,6,0,2614,4,207.29,36.5,0,grocery,debit_card,0,0,0,1,0
TXN101032,41.63,2,0,2948,3,276.7,27.25,0,grocery,credit_card,0,0,0,1,0
TXN101033,25.72,17,1,2064,3,57.59,27.23,0,online_retail,credit_card,0,0,0,1,0
TXN101034,15.97,11,0,3405,3,332.18,27.34,0,online_retail,debit_card,0,0,0,1,0
TXN101035,183.72,1,0,2045,1,732.8,17.83,0,online_retail,digital_wallet,1,1,0,0,0
TXN101036,75.75,4,1,2517,3,225.72,3.35,1,restaurant,credit_card,0,0,1,1,1
TXN101037,185.67,13,0,2208,0,197.07,127.77,0,other,debit_card,2,0,1,1,0
TXN101038,16.68,4,0,2720,1,38.34,45.51,0,grocery,credit_card,0,0,0,1,0
TXN101039,67.04,9,1,2116,1,75.79,10.5,0,other,debit_card,0,0,0,1,0
TXN101040,108.18,2,1,1101,3,60.85,16.55,0,electronics,debit_card,0,0,0,0,0
TXN101041,269.31,19,1,1560,2,57.19,10.95,0,travel,debit_card,2,0,0,0,0
TXN101042,68.04,15,0,1460,3,177.03,23.55,0,gas_station,credit_card,0,0,1,0,0
TXN101043,154.36,18,0,826,4,113.9,29.48,0,electronics,debit_card,0,0,1,0,0
TXN101044,301.79,1,0,764,3,70.47,7.55,0,online_retail,debit_card,1,1,1,1,1
TXN101045,133.96,9,1,3088,3,133.49,13.71,0,travel,credit_card,0,0,1,0,0
TXN101046,41.98,6,0,660,4,251.86,19.7,0,gas_station,credit_card,0,0,0,1,0
TXN101047,9.3,14,0,1703,6,279.15,96.01,0,grocery,digital_wallet,0,1,0,1,0
TXN101048,277.44,19,1,3399,2,403.74,10.14,0,other,debit_card,1,0,1,0,0
TXN101049,8.66,5,0,2709,4,170.85,23.03,1,gas_station,debit_card,0,0,1,1,0
TXN101050,272.74,18,1,2885,2,48.59,12.23,0,grocery,debit_card,1,0,1,0,0
TXN101051,115.06,13,0,1909,3,272.11,1.69,0,travel,credit_card,1,0,0,1,0
TXN101052,430.33,19,0,3102,1,73.66,34.58,0,grocery,credit_card,1,0,0,0,0
TXN101053,329.23,1,0,1054,4,197.94,20.98,1,online_retail,credit_card,0,0,1,1,0
TXN101054,790.3,23,0,2750,3,581.54,14.31,0,other,debit_card,0,0,0,0,0
TXN101055,83.26,10,0,1980,1,394.35,17.78,0,grocery,debit_card,0,0,0,0,0
TXN101056,227.69,6,1,706,1,358.79,49.79,0,electronics,debit_card,0,0,1,1,0
TXN101057,86.26,4,0,2452,1,94.51,22.4,0,jewelry,debit_card,0,0,0,0,0
TXN101058,104.52,23,1,3153,0,260.56,30.09,0,restaurant,credit_card,0,0,0,0,0
TXN101059,161.52,21,1,1276,2,170.85,8.44,0,travel,debit_card,0,0,0,0,0
TXN101060,309.58,3,0,1247,2,417.23,44.49,1,online_retail,debit_card,0,1,0,1,0
TXN101061,745.41,10,0,1329,2,97.28,7.92,0,electronics,credit_card,0,0,0,1,0
TXN101062,212.37,17,1,49,3,117.85,0.5,0,travel,credit_card,1,0,0,0,0
TXN101063,98.66,14,0,3277,3,92.01,1.02,0,gas_station,debit_card,0,0,0,1,0
TXN101064,80.58,4,0,564,7,350.65,25.78,0,travel,digital_wallet,0,0,0,1,1
TXN101065,204.19,8,0,1646,2,163.93,8.08,0,online_retail,debit_card,1,0,0,1,0
TXN101066,40.38,8,1,2649,4,172.53,7.14,1,grocery,credit_card,1,0,1,1,0
TXN101067,23.83,6,0,2118,4,125.05,21.39,0,travel,digital_wallet,0,0,0,1,0
TXN101068,84.08,23,0,401,2,196.69,21.59,0,online_retail,credit_card,1,0,1,0,0
TXN101069,55.27,4,0,1119,4,490.98,13.16,0,electronics,debit_card,1,0,0,1,0
TXN101070,56.36,16,0,1858,11,57.08,30.25,1,restaurant,debit_card,0,0,1,1,0
TXN101071,39.29,21,0,469,1,173.81,62.53,0,gas_station,credit_card,0,0,0,0,0
TXN101072,11.14,19,0,2139,3,26.04,37.53,0,electronics,debit_card,0,1,1,0,0
TXN101073,6.37,19,0,3082,2,261.5,7.77,0,restaurant,credit_card,0,0,0,0,0
TXN101074,596.0,3,0,332,1,161.51,66.78,0,electronics,credit_card,0,0,0,0,0
TXN101075,91.18,3,0,2768,1,133.88,7.64,0,restaurant,credit_card,0,0,0,1,0
TXN101076,91.1,18,1,1153,2,355.5,16.63,0,travel,debit_card,2,1,0,1,0
TXN101077,246.21,17,0,1417,5,539.05,40.71,0,electronics,digital_wallet,0,0,0,0,0
TXN101078,39.08,17,0,1131,2,264.14,16.81,0,gas_station,digital_wallet,0,0,0,1,0
TXN101079,539.62,10,0,1779,2,177.08,33.35,0,restaurant,debit_card,1,0,1,0,0
TXN101080,243.53,12,1,1803,3,189.07,44.31,1,grocery,credit_card,0,0,0,1,0
TXN101081,18.71,0,0,1967,3,41.7,54.98,0,jewelry,debit_card,0,1,0,0,0
TXN101082,90.67,6,1,3598,1,13.21,7.03,1,grocery,credit_card,2,0,1,0,1
TXN101083,324.34,12,1,3647,5,389.28,101.6,1,online_retail,debit_card,0,0,0,1,0
TXN101084,445.19,3,0,2659,4,159.39,4.19,0,restaurant,credit_card,1,0,0,0,1
TXN101085,94.74,3,0,2020,4,163.35,11.71,0,electronics,credit_card,1,1,1,0,0
TXN101086,124.77,1,1,906,8,148.04,32.41,0,other,digital_wallet,0,0,0,1,1
TXN101087,26.93,5,0,3533,4,276.6,61.67,0,online_retail,digital_wallet,1,0,0,0,0
TXN101088,772.68,23,1,2754,7,45.8,0.9,0,restaurant,debit_card,0,0,0,0,0
TXN101089,43.08,16,1,3397,3,74.31,57.53,0,restaurant,debit_card,1,0,1,0,0
TXN101090,404.04,22,0,2315,3,516.66,114.17,0,grocery,debit_card,0,0,0,0,0
TXN101091,162.49,6,0,3334,3,150.87,49.7,0,gas_station,digital_wallet,0,0,1,0,0
TXN101092,159.92,14,0,3732,3,134.23,1.9,0,grocery,credit_card,0,0,1,1,0
TXN101093,115.3,21,0,3271,3,137.82,36.06,0,electronics,digital_wallet,0,0,1,0,0
TXN101094,40.98,8,0,1258,3,409.11,19.19,0,grocery,digital_wallet,0,0,0,0,0
TXN101095,39.54,15,0,2497,4,92.08,0.19,0,grocery,debit_card,1,0,0,0,0
TXN101096,51.2,16,0,3853,1,123.71,111.65,0,gas_station,debit_card,0,0,1,1,0
TXN101097,38.15,19,0,1651,3,261.04,3.38,0,other,credit_card,0,0,0,1,0
TXN101098,260.57,23,0,3363,8,75.18,11.07,0,online_retail,digital_wallet,0,0,1,1,0
TXN101099,80.84,14,0,1206,0,89.66,0.55,0,jewelry,debit_card,0,0,0,1,1
TXN101100,15.96,13,0,565,1,94.14,7.71,0,online_retail,credit_card,1,1,0,0,0
TXN101101,566.83,20,1,666,1,77.59,15.99,0,online_retail,debit_card,0,0,1,0,1
TXN101102,352.26,16,0,549,2,288.21,53.72,0,jewelry,digital_wallet,0,1,1,0,0
TXN101103,424.83,8,1,3090,4,46.16,104.35,1,grocery,credit_card,1,1,0,1,1
TXN101104,698.68,15,0,3144,1,498.03,10.06,0,grocery,digital_wallet,0,0,0,1,0
TXN101105,36.61,13,1,3162,0,260.15,10.41,1,grocery,credit_card,0,0,1,0,0
TXN101106,68.57,5,0,2338,2,244.45,3.21,0,restaurant,credit_card,0,0,0,0,0
TXN101107,198.15,12,1,744,6,282.59,12.6,0,other,credit_card,0,0,0,1,0
TXN101108,214.71,14,0,3957,3,132.18,58.08,0,jewelry,debit_card,1,0,0,1,0
TXN101109,33.26,21,1,853,4,107.2,3.39,0,gas_station,credit_card,1,1,0,1,0
TXN101110,309.36,13,0,3195,4,172.61,8.12,0,restaurant,debit_card,0,0,1,1,0
TXN101111,41.75,3,0,3118,2,149.96,71.9,0,gas_station,credit_card,0,0,0,1,0
TXN101112,37.46,23,0,2043,2,41.18,17.78,0,electronics,digital_wallet,0,0,0,0,0
TXN101113,117.07,13,0,2320,2,140.31,8.46,0,online_retail,credit_card,0,0,0,0,0
TXN101114,141.54,6,0,4177,3,193.77,40.39,0,online_retail,credit_card,1,0,1,0,1
TXN101115,136.45,18,1,614,5,232.9,2.2,0,grocery,credit_card,0,0,1,0,0
TXN101116,22.22,9,1,2227,1,229.77,32.68,0,jewelry,debit_card,0,0,0,1,0
TXN101117,306.33,8,0,2096,4,90.12,19.96,0,grocery,credit_card,0,0,1,1,0
TXN101118,53.52,20,1,1078,0,452.65,32.01,0,restaurant,debit_card,1,0,0,1,0
TXN101119,22.92,20,0,3676,6,122.28,15.47,0,grocery,credit_card,3,0,0,0,0
TXN101120,352.96,12,0,1608,5,89.37,7.34,0,online_retail,credit_card,2,1,1,0,1
TXN101121,472.53,8,0,3444,4,587.15,23.53,0,gas_station,credit_card,2,0,0,1,0
TXN101122,276.21,20,0,2409,5,177.35,3.33,0,online_retail,debit_card,1,0,0,0,0
TXN101123,246.65,4,0,2885,1,104.35,4.38,0,grocery,credit_card,0,0,0,0,0
TXN101124,161.14,17,0,2276,2,64.76,14.59,0,online_retail,credit_card,0,1,0,0,1
TXN101125,121.07,14,0,642,3,36.87,12.29,0,restaurant,debit_card,0,1,0,1,0
TXN101126,23.07,20,0,874,4,118.01,30.92,0,restaurant,credit_card,0,0,1,0,0
TXN101127,82.77,10,0,2265,4,108.92,16.94,0,restaurant,credit_card,1,0,1,0,0
TXN101128,72.79,19,0,2932,1,50.84,13.19,0,grocery,debit_card,0,0,0,1,0
TXN101129,38.97,0,0,471,2,77.15,7.69,0,other,digital_wallet,0,0,0,1,0
TXN101130,177.67,18,0,3073,4,373.95,58.4,0,online_retail,credit_card,0,1,0,0,0
TXN101131,104.39,1,0,1532,2,84.37,0.85,0,grocery,credit_card,2,0,0,1,1
TXN101132,16.28,15,0,2548,2,134.75,33.27,0,grocery,credit_card,0,0,1,1,0
TXN101133,49.93,4,0,556,3,385.67,11.39,0,electronics,credit_card,1,0,1,1,0
TXN101134,173.97,23,0,2141,7,114.09,9.56,0,electronics,digital_wallet,0,0,0,1,0
TXN101135,19.7,18,0,1803,5,269.94,20.43,0,restaurant,debit_card,1,0,0,0,0
TXN101136,292.94,2,1,1152,0,325.6,37.89,0,restaurant,credit_card,0,0,0,1,0
TXN101137,108.0,21,0,1373,1,247.86,22.62,0,grocery,credit_card,0,0,0,1,0
TXN101138,102.17,6,1,1280,3,204.07,17.34,0,other,debit_card,1,0,0,0,0
TXN101139,139.68,13,1,1192,3,43.93,14.49,0,gas_station,digital_wallet,0,0,0,0,0
TXN101140,327.14,2,1,2316,4,43.65,11.51,0,online_retail,digital_wallet,3,0,0,1,0
TXN101141,52.32,2,1,731,3,375.08,11.21,0,electronics,digital_wallet,0,1,1,1,1
TXN101142,137.63,5,1,2256,4,440.89,3.09,0,online_retail,credit_card,0,0,0,0,0
TXN101143,121.9,12,0,256,6,44.68,16.55,0,electronics,credit_card,1,0,1,1,0
TXN101144,51.69,13,1,444,5,232.8,7.59,0,grocery,credit_card,1,0,1,0,0
TXN101145,349.08,20,0,1344,1,86.16,26.34,0,travel,credit_card,2,0,0,1,0
TXN101146,258.78,3,0,11,4,131.62,17.23,0,grocery,credit_card,0,0,0,0,0
TXN101147,158.65,17,0,2794,3,205.22,82.19,0,travel,credit_card,0,0,0,1,0
TXN101148,327.89,0,0,2609,4,61.54,10.55,0,restaurant,debit_card,1,0,0,1,0
TXN101149,348.46,6,0,1596,3,309.61,25.15,0,jewelry,debit_card,0,0,0,1,0
